timestamp,eye.gaze_direction.x,eye.gaze_direction.y,eye.gaze_direction.z
2025-09-10 11:26:15.010000128,0.1549002539661716,-0.1328275371546652,0.9789600383542943
2025-09-10 11:26:15.020000000,0.1580257380377223,-0.1333800821868063,0.9783852103305088
2025-09-10 11:26:15.030000128,0.1606818418444026,-0.1328486680498904,0.9780248346023022
2025-09-10 11:26:15.040000000,0.160439334408468,-0.1331809045858087,0.9780194612727672
2025-09-10 11:26:15.049999872,0.1557090974787772,-0.1306320436674166,0.9791271348142788
2025-09-10 11:26:15.060000000,0.1535250813805971,-0.1260832387241995,0.980067888617874
2025-09-10 11:26:15.070000128,0.1525304648012372,-0.1238932032749355,0.980502387294286
2025-09-10 11:26:15.080000000,0.1525538135103162,-0.1267349397795226,0.9801354952365212
2025-09-10 11:26:15.089999872,0.152744194381752,-0.1267467214708191,0.980104320814406
2025-09-10 11:26:15.100000000,0.152099134516871,-0.1232980326165977,0.9806444046809708
2025-09-10 11:26:15.110000128,0.1498075222662205,-0.1204277336943956,0.9813535892988254
2025-09-10 11:26:15.120000000,0.1491780973317121,-0.1197265170199551,0.9815352547915744
2025-09-10 11:26:15.129999872,0.1489283659212509,-0.1223499637614825,0.9812496258300384
2025-09-10 11:26:15.140000000,0.1500428368976822,-0.1219786379920073,0.9811260668075792
2025-09-10 11:26:15.150000128,0.1512908662845341,-0.1163333708046938,0.9816198962002008
2025-09-10 11:26:15.160000000,0.1505342886604833,-0.1154612692021289,0.9818391534521914
2025-09-10 11:26:15.170000128,0.1498419512483788,-0.1161318581424206,0.9818659690459116
2025-09-10 11:26:15.180000000,0.1489013602719641,-0.1151696836322252,0.9821223594243296
2025-09-10 11:26:15.189999872,0.1478424865125892,-0.1155631721382393,0.9822360981083532
2025-09-10 11:26:15.200000000,0.1446423503235865,-0.1172719903005208,0.982509985080978
2025-09-10 11:26:15.209999872,0.1429180963369729,-0.1179242141362323,0.9826842307983616
2025-09-10 11:26:15.220000000,0.1400168426886006,-0.117438167199902,0.9831599873104292
2025-09-10 11:26:15.230000128,0.1414860540612913,-0.1186086521787377,0.9828090781705816
2025-09-10 11:26:15.240000000,0.1422088516417033,-0.1154836368342094,0.9830768902472952
2025-09-10 11:26:15.249999872,0.1418169695040882,-0.1120292375153869,0.9835331194740712
2025-09-10 11:26:15.260000000,0.1422633161306976,-0.1117308058653653,0.9835026059468136
2025-09-10 11:26:15.270000128,0.1431007469944947,-0.1138092143552159,0.9831427357904172
2025-09-10 11:26:15.280000000,0.1506089507031274,-0.101733123659075,0.9833449626243428
2025-09-10 11:26:15.290000128,0.1538786178693778,-0.0953164924614749,0.983481640513666
2025-09-10 11:26:15.300000000,0.1533660292308836,-0.0974429434577194,0.9833533107933524
2025-09-10 11:26:15.310000128,0.1542814078398579,-0.0941584471189426,0.9835300880151562
2025-09-10 11:26:15.320000000,0.1530897151363864,-0.0938576771941474,0.9837450256805262
2025-09-10 11:26:15.329999872,0.1530238986950442,-0.0921091848015998,0.9839205173708666
2025-09-10 11:26:15.340000000,0.1537359358560332,-0.0931796807127618,0.983708701358658
2025-09-10 11:26:15.349999872,0.1516991912563043,-0.0933455066404829,0.9840091319506212
2025-09-10 11:26:15.360000000,0.1522880241778985,-0.0937851856034896,0.98387636248327
2025-09-10 11:26:15.369999872,0.1536056253157321,-0.0908707290553683,0.983945030208654
2025-09-10 11:26:15.380000000,0.1540482115597992,-0.0893817359113866,0.9840122223837948
2025-09-10 11:26:15.390000128,0.156796338755955,-0.0899650908277839,0.9835248805114574
2025-09-10 11:26:15.400000000,0.1566597283362797,-0.0910582232237284,0.9834460480885268
2025-09-10 11:26:15.409999872,0.1573517093641061,-0.0913388231445896,0.9833095438094536
2025-09-10 11:26:15.420000000,0.15739260910456,-0.0858206926179154,0.983799967126367
2025-09-10 11:26:15.430000128,0.157741635708149,-0.084085095324363,0.9838939338711314
2025-09-10 11:26:15.440000000,0.1580755858477948,-0.0857032501743846,0.9837006974016148
2025-09-10 11:26:15.450000128,0.1561145473110826,-0.0852905016531642,0.9840496829152516
2025-09-10 11:26:15.460000000,0.1562322698390106,-0.0897369162254645,0.9836354831579098
2025-09-10 11:26:15.470000128,0.1569706654997601,-0.0917789568129003,0.9833294632313722
2025-09-10 11:26:15.480000000,0.1584269929894362,-0.088049590300634,0.9834369108083222
2025-09-10 11:26:15.489999872,0.1574651349318027,-0.0860443382508205,0.983768826064278
2025-09-10 11:26:15.500000000,0.1579895250311793,-0.0863483352505326,0.9836581087857122
2025-09-10 11:26:15.510000128,0.1569422918861707,-0.0831771961284521,0.9840989132509622
2025-09-10 11:26:15.520000000,0.1443081323031085,-0.0880963514678874,0.9856034678354348
2025-09-10 11:26:15.529999872,0.0896892699766096,-0.0970543683807582,0.99122968298436
2025-09-10 11:26:15.540000000,0.0265598483871625,-0.0918544887220568,0.9954181670811822
2025-09-10 11:26:15.550000128,-0.0204510293198957,-0.0942457487730768,0.9953388841183484
2025-09-10 11:26:15.560000000,-0.029717916755004,-0.0963386474895722,0.9949048750627482
2025-09-10 11:26:15.570000128,-0.0269921939729682,-0.0952571776445576,0.9950866754065792
2025-09-10 11:26:15.580000000,-0.0244655571298848,-0.0960636628861057,0.9950744741913689
2025-09-10 11:26:15.590000128,-0.0237458904258072,-0.0927294729000715,0.9954081462111712
2025-09-10 11:26:15.600000000,-0.023365315270456,-0.0884679156705096,0.9958049457294476
2025-09-10 11:26:15.610000128,-0.0265799147045329,-0.0880707048015607,0.9957595387893888
2025-09-10 11:26:15.620000000,-0.0289743448018261,-0.0905876879622127,0.9954669045894824
